,time,v_(i-1),x_(i-1),x_i0,s_i0,s_imin0,v_i0,x_i1,s_i1,s_imin1,v_i1,x_i2,s_i2,s_imin2,v_i2,x_i3,s_i3,s_imin3,v_i3,x_i4,s_i4,s_imin4,v_i4,x_i5,s_i5,s_imin5,v_i5,x_i6,s_i6,s_imin6,v_i6,x_i7,s_i7,s_imin7,v_i7,x_i8,s_i8,s_imin8,v_i8,x_i9,s_i9,s_imin9,v_i9
460,460.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
461,461.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
462,462.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
463,463.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
464,464.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
465,465.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
466,466.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
467,467.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
468,468.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
469,469.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
470,470.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
471,471.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
472,472.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
473,473.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
474,474.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
475,475.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
476,476.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
477,477.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
478,478.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
479,479.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
480,480.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
481,481.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
482,482.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
483,483.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
484,484.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
485,485.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
486,486.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
487,487.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
488,488.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
489,489.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
490,490.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
491,491.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
492,492.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
493,493.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
494,494.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
495,495.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
496,496.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
497,497.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
498,498.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
499,499.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
500,500.0,0.0,8762.0,8794,-32,6,0,8802,-8,6,0,8804,-2,6,0,8804,0,6,0,8836,-32,6,0,8868,-32,6,0,8900,-32,6,0,8932,-32,6,0,8964,-32,6,0,8996,-32,6,0
